latitude,longitude,brightness,scan,track,acquisition_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,confidence_raw,acquisition_time,distance_to_industry,nearest_industry,industry_type,industrial_association,classification,risk_score,risk_level
30.89061,73.20031,330.44,0.34,0.56,2026-08-26,731,N21,VIIRS,30.0,2.0NRT,304.85,7.27,D,l,0731,500.59,Fallback_0079,chemical,NONE,WILDFIRE,40,MEDIUM
23.8035,86.32822,322.66,0.42,0.45,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,283.66,2.73,N,n,1932,98.91,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,40,MEDIUM
23.77721,86.38763,321.98,0.41,0.45,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,283.63,2.26,N,n,1932,97.46,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,40,MEDIUM
23.79657,86.35204,321.86,0.42,0.45,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,283.16,4.0,N,n,1932,98.66,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,40,MEDIUM
23.77953,86.39101,321.81,0.41,0.45,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,283.06,2.34,N,n,1932,97.81,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,40,MEDIUM
21.1023,72.63681,321.2,0.46,0.47,2026-08-22,2114,N21,VIIRS,70.0,2.0NRT,289.79,3.0,N,n,2114,69.82,Fallback_0012,lng_terminal,DISTANT,THERMAL_SOURCE,40,MEDIUM
22.37958,87.27782,319.11,0.45,0.63,2026-08-24,2034,N21,VIIRS,70.0,2.0NRT,288.07,3.83,N,n,2034,91.47,Fallback_0082,mining,DISTANT,THERMAL_SOURCE,40,MEDIUM
23.80397,86.32408,318.77,0.42,0.45,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,283.04,2.73,N,n,1932,98.88,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,40,MEDIUM
23.71099,86.45187,316.91,0.41,0.45,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,282.31,2.74,N,n,1932,92.52,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,40,MEDIUM
22.37859,87.28209,315.76,0.45,0.63,2026-08-24,2034,N21,VIIRS,70.0,2.0NRT,288.26,3.83,N,n,2034,91.17,Fallback_0082,mining,DISTANT,THERMAL_SOURCE,40,MEDIUM
23.80303,86.33231,315.43,0.42,0.45,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,283.14,2.69,N,n,1932,98.94,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,40,MEDIUM
23.56032,87.24065,314.83,0.36,0.58,2026-08-23,1913,N21,VIIRS,70.0,2.0NRT,279.56,2.5,N,n,1913,79.92,Fallback_0044,steel_mill,DISTANT,THERMAL_SOURCE,40,MEDIUM
18.80414,74.25832,314.73,0.41,0.45,2026-08-25,2017,N21,VIIRS,70.0,2.0NRT,290.13,1.88,N,n,2017,46.95,Fallback_0002,mining,NEARBY,THERMAL_SOURCE,40,MEDIUM
22.37771,87.28072,313.4,0.71,0.75,2026-08-24,1853,N21,VIIRS,70.0,2.0NRT,284.51,4.8,N,n,1853,91.35,Fallback_0082,mining,DISTANT,THERMAL_SOURCE,40,MEDIUM
23.71013,86.4509,313.27,0.41,0.61,2026-08-23,1913,N21,VIIRS,70.0,2.0NRT,280.99,2.59,N,n,1913,92.4,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,40,MEDIUM
22.37762,87.28032,313.01,0.71,0.75,2026-08-24,1853,N21,VIIRS,70.0,2.0NRT,284.39,3.57,N,n,1853,91.39,Fallback_0082,mining,DISTANT,THERMAL_SOURCE,40,MEDIUM
22.36402,87.01662,312.78,0.36,0.58,2026-08-23,1913,N21,VIIRS,70.0,2.0NRT,278.07,2.27,N,n,1913,86.34,Fallback_0093,power_plant,DISTANT,THERMAL_SOURCE,40,MEDIUM
23.73416,86.43314,310.8,0.41,0.61,2026-08-23,1913,N21,VIIRS,70.0,2.0NRT,280.59,2.99,N,n,1913,94.28,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,40,MEDIUM
20.95187,86.04675,310.45,0.4,0.44,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,275.47,2.11,N,n,1932,67.69,Fallback_0072,chemical,DISTANT,THERMAL_SOURCE,40,MEDIUM
21.10649,72.64909,309.21,0.45,0.39,2026-08-24,2036,N21,VIIRS,70.0,2.0NRT,287.92,5.21,N,n,2036,68.84,Fallback_0012,lng_terminal,DISTANT,THERMAL_SOURCE,40,MEDIUM
21.31093,81.59187,307.1,0.39,0.36,2026-08-25,2017,N21,VIIRS,70.0,2.0NRT,290.05,1.29,N,n,2017,7.68,Fallback_0094,mining,NEARBY,THERMAL_SOURCE,40,MEDIUM
21.36512,81.67917,306.52,0.39,0.36,2026-08-25,2017,N21,VIIRS,70.0,2.0NRT,289.6,1.98,N,n,2017,6.09,Fallback_0056,lng_terminal,NEARBY,THERMAL_SOURCE,40,MEDIUM
21.10295,72.64854,306.06,0.45,0.39,2026-08-24,2036,N21,VIIRS,70.0,2.0NRT,287.19,5.21,N,n,2036,69.22,Fallback_0012,lng_terminal,DISTANT,THERMAL_SOURCE,40,MEDIUM
18.57661,72.23722,304.93,0.55,0.51,2026-08-25,2017,N21,VIIRS,70.0,2.0NRT,291.09,7.67,N,n,2017,83.75,Fallback_0096,chemical,DISTANT,THERMAL_SOURCE,40,MEDIUM
22.79196,86.20944,304.11,0.41,0.45,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,279.24,1.56,N,n,1932,8.15,Fallback_0055,lng_terminal,NEARBY,THERMAL_SOURCE,40,MEDIUM
22.79656,86.20597,303.93,0.41,0.45,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,278.65,1.51,N,n,1932,8.04,Fallback_0055,lng_terminal,NEARBY,THERMAL_SOURCE,40,MEDIUM
21.1006,72.63942,303.78,0.45,0.39,2026-08-24,2036,N21,VIIRS,70.0,2.0NRT,284.69,6.84,N,n,2036,69.87,Fallback_0012,lng_terminal,DISTANT,THERMAL_SOURCE,40,MEDIUM
22.79764,86.09138,299.01,0.42,0.45,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,274.78,1.16,N,n,1932,9.99,Fallback_0017,mining,NEARBY,UNKNOWN,40,MEDIUM
9.28461,77.43481,335.92,0.46,0.39,2026-08-23,822,N21,VIIRS,70.0,2.0NRT,303.08,1.94,D,n,0822,394.56,Fallback_0071,chemical,NONE,WILDFIRE,35,LOW
9.18167,78.42713,335.64,0.36,0.57,2026-08-22,839,N21,VIIRS,70.0,2.0NRT,295.68,1.39,D,n,0839,412.82,Fallback_0071,chemical,NONE,WILDFIRE,35,LOW
33.26753,71.30682,333.29,0.38,0.59,2026-08-26,731,N21,VIIRS,70.0,2.0NRT,296.65,1.67,D,n,0731,825.28,Fallback_0079,chemical,NONE,WILDFIRE,35,LOW
30.69473,74.03057,333.1,0.38,0.36,2026-08-24,809,N21,VIIRS,70.0,2.0NRT,301.78,0.84,D,n,0809,411.5,Fallback_0079,chemical,NONE,WILDFIRE,35,LOW
11.7447,79.05466,333.07,0.35,0.57,2026-08-26,726,N21,VIIRS,70.0,2.0NRT,295.21,1.51,D,n,0726,155.89,Fallback_0065,refinery,NONE,WILDFIRE,35,LOW
9.23741,80.32394,332.77,0.32,0.55,2026-08-26,726,N21,VIIRS,70.0,2.0NRT,290.25,1.76,D,n,0726,393.42,Fallback_0065,refinery,NONE,WILDFIRE,35,LOW
31.6122,72.50623,331.82,0.36,0.57,2026-08-26,731,N21,VIIRS,70.0,2.0NRT,297.45,1.45,D,n,0731,608.63,Fallback_0079,chemical,NONE,WILDFIRE,35,LOW
15.14153,76.96049,331.71,0.41,0.45,2026-08-25,746,N21,VIIRS,70.0,2.0NRT,289.56,1.82,D,n,0746,241.85,Fallback_0033,steel_mill,NONE,WILDFIRE,35,LOW
8.4878,80.74082,331.49,0.4,0.37,2026-08-24,803,N21,VIIRS,70.0,2.0NRT,295.96,1.6,D,n,0803,481.9,Fallback_0065,refinery,NONE,WILDFIRE,35,LOW
26.0687,68.60545,330.46,0.44,0.46,2026-08-24,807,N21,VIIRS,70.0,2.0NRT,300.41,1.42,D,n,0807,549.6,Fallback_0068,lng_terminal,NONE,WILDFIRE,35,LOW
15.17676,76.65635,320.65,0.43,0.38,2026-08-25,2017,N21,VIIRS,70.0,2.0NRT,291.17,2.56,N,n,2017,259.1,Fallback_0033,steel_mill,NONE,THERMAL_SOURCE,35,LOW
32.88802,71.61494,320.14,0.42,0.37,2026-08-23,2053,N21,VIIRS,70.0,2.0NRT,298.75,3.75,N,n,2053,772.21,Fallback_0079,chemical,NONE,THERMAL_SOURCE,35,LOW
15.18253,76.66524,319.43,0.43,0.38,2026-08-25,2017,N21,VIIRS,70.0,2.0NRT,286.59,2.35,N,n,2017,259.22,Fallback_0033,steel_mill,NONE,THERMAL_SOURCE,35,LOW
19.93503,73.71155,317.95,0.4,0.37,2026-08-24,2036,N21,VIIRS,70.0,2.0NRT,290.33,2.2,N,n,2036,118.5,Fallback_0001,power_plant,DISTANT,THERMAL_SOURCE,35,LOW
15.17156,76.69174,316.27,0.42,0.38,2026-08-25,2017,N21,VIIRS,70.0,2.0NRT,291.73,2.76,N,n,2017,256.81,Fallback_0033,steel_mill,NONE,THERMAL_SOURCE,35,LOW
22.33969,69.86611,315.85,0.43,0.46,2026-08-24,2036,N21,VIIRS,70.0,2.0NRT,294.07,2.69,N,n,2036,313.82,Fallback_0087,power_plant,NONE,THERMAL_SOURCE,35,LOW
24.11378,86.86015,315.62,0.39,0.44,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,282.24,2.06,N,n,1932,152.41,Fallback_0044,steel_mill,NONE,THERMAL_SOURCE,35,LOW
32.8867,71.61721,312.19,0.46,0.47,2026-08-24,2032,N21,VIIRS,70.0,2.0NRT,298.49,3.9,N,n,2032,771.92,Fallback_0079,chemical,NONE,THERMAL_SOURCE,35,LOW
32.57402,72.56029,312.11,0.4,0.37,2026-08-23,2053,N21,VIIRS,70.0,2.0NRT,295.99,2.26,N,n,2053,669.46,Fallback_0079,chemical,NONE,THERMAL_SOURCE,35,LOW
32.88852,71.61688,312.05,0.44,0.62,2026-08-25,2014,N21,VIIRS,70.0,2.0NRT,295.76,3.6,N,n,2014,772.08,Fallback_0079,chemical,NONE,THERMAL_SOURCE,35,LOW
15.17734,76.65241,311.91,0.43,0.38,2026-08-25,2017,N21,VIIRS,70.0,2.0NRT,290.79,3.24,N,n,2017,259.36,Fallback_0033,steel_mill,NONE,THERMAL_SOURCE,35,LOW
15.17503,76.69223,311.77,0.42,0.38,2026-08-25,2017,N21,VIIRS,70.0,2.0NRT,290.27,2.07,N,n,2017,257.13,Fallback_0033,steel_mill,NONE,THERMAL_SOURCE,35,LOW
32.57434,72.55949,311.64,0.4,0.45,2026-08-24,2032,N21,VIIRS,70.0,2.0NRT,298.82,3.98,N,n,2032,669.55,Fallback_0079,chemical,NONE,THERMAL_SOURCE,35,LOW
25.38647,68.58344,310.7,0.57,0.52,2026-08-24,2034,N21,VIIRS,70.0,2.0NRT,293.4,2.58,N,n,2034,510.54,Fallback_0068,lng_terminal,NONE,THERMAL_SOURCE,35,LOW
32.88705,71.61514,310.57,0.44,0.62,2026-08-25,2014,N21,VIIRS,70.0,2.0NRT,295.7,3.47,N,n,2014,772.13,Fallback_0079,chemical,NONE,THERMAL_SOURCE,35,LOW
29.12311,75.77846,310.56,0.43,0.38,2026-08-23,2053,N21,VIIRS,70.0,2.0NRT,291.34,2.22,N,n,2053,155.48,Fallback_0079,chemical,NONE,THERMAL_SOURCE,35,LOW
21.18432,81.38468,308.6,0.39,0.36,2026-08-25,2017,N21,VIIRS,70.0,2.0NRT,290.35,1.61,N,n,2017,18.7,Fallback_0037,steel_mill,NEARBY,THERMAL_SOURCE,35,LOW
19.04779,73.11804,307.42,0.44,0.38,2026-08-23,2055,N21,VIIRS,70.0,2.0NRT,292.09,1.71,N,n,2055,12.21,Fallback_0039,steel_mill,NEARBY,THERMAL_SOURCE,35,LOW
21.43188,72.97569,307.25,0.47,0.48,2026-08-22,2114,N21,VIIRS,70.0,2.0NRT,291.64,1.58,N,n,2114,19.52,Fallback_0069,lng_terminal,NEARBY,THERMAL_SOURCE,35,LOW
21.19034,81.38962,306.42,0.39,0.36,2026-08-25,2017,N21,VIIRS,70.0,2.0NRT,289.59,1.27,N,n,2017,17.88,Fallback_0037,steel_mill,NEARBY,THERMAL_SOURCE,35,LOW
19.04974,73.11978,305.42,0.44,0.38,2026-08-23,2055,N21,VIIRS,70.0,2.0NRT,292.19,1.5,N,n,2055,12.43,Fallback_0039,steel_mill,NEARBY,THERMAL_SOURCE,35,LOW
21.24484,81.76915,304.63,0.4,0.37,2026-08-25,2017,N21,VIIRS,70.0,2.0NRT,289.61,1.21,N,n,2017,10.58,Fallback_0056,lng_terminal,NEARBY,THERMAL_SOURCE,35,LOW
32.88796,71.61653,336.06,0.4,0.37,2026-08-24,809,N21,VIIRS,30.0,2.0NRT,308.65,4.63,D,l,0809,772.07,Fallback_0079,chemical,NONE,WILDFIRE,30,LOW
33.2961,71.18419,333.97,0.42,0.45,2026-08-25,752,N21,VIIRS,30.0,2.0NRT,308.36,3.1,D,l,0752,837.85,Fallback_0079,chemical,NONE,WILDFIRE,30,LOW
32.57622,72.56223,333.75,0.39,0.36,2026-08-24,809,N21,VIIRS,30.0,2.0NRT,306.63,3.03,D,l,0809,669.47,Fallback_0079,chemical,NONE,WILDFIRE,30,LOW
26.0946,68.87896,333.28,0.46,0.39,2026-08-22,845,N21,VIIRS,30.0,2.0NRT,304.26,3.77,D,l,0845,527.24,Fallback_0068,lng_terminal,NONE,WILDFIRE,30,LOW
9.04358,78.21024,332.46,0.39,0.36,2026-08-24,803,N21,VIIRS,30.0,2.0NRT,295.91,3.33,D,l,0803,423.99,Fallback_0071,chemical,NONE,WILDFIRE,30,LOW
32.57521,72.5605,330.78,0.55,0.43,2026-08-25,752,N21,VIIRS,30.0,2.0NRT,305.31,4.29,D,l,0752,669.54,Fallback_0079,chemical,NONE,WILDFIRE,30,LOW
33.5894,70.22384,330.35,0.44,0.46,2026-08-22,848,N21,VIIRS,30.0,2.0NRT,304.14,2.27,D,l,0848,942.18,Fallback_0079,chemical,NONE,WILDFIRE,30,LOW
26.07884,68.40137,330.08,0.44,0.38,2026-08-22,845,N21,VIIRS,30.0,2.0NRT,300.9,2.21,D,l,0845,568.66,Fallback_0068,lng_terminal,NONE,WILDFIRE,30,LOW
21.67331,84.0409,329.78,0.4,0.37,2026-08-26,729,N21,VIIRS,30.0,2.0NRT,295.02,4.73,D,l,0729,147.28,Fallback_0073,steel_mill,DISTANT,WILDFIRE,30,LOW
20.96878,86.01003,321.97,0.4,0.44,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,275.97,1.48,N,n,1932,65.09,Fallback_0035,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
23.73801,86.43526,321.21,0.41,0.45,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,282.21,1.76,N,n,1932,94.76,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
23.76703,86.40255,317.39,0.41,0.45,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,283.71,1.81,N,n,1932,96.8,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
21.1083,72.63621,314.67,0.45,0.39,2026-08-24,2036,N21,VIIRS,70.0,2.0NRT,287.72,1.32,N,n,2036,69.24,Fallback_0012,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
23.76291,86.40199,314.31,0.41,0.45,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,283.6,1.81,N,n,1932,96.34,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
23.76654,86.40663,314.25,0.41,0.45,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,283.42,1.81,N,n,1932,96.87,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
23.77752,86.38899,314.19,0.41,0.61,2026-08-23,1913,N21,VIIRS,70.0,2.0NRT,281.5,1.9,N,n,1913,97.54,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
23.67658,86.39794,313.83,0.41,0.45,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,277.05,1.76,N,n,1932,87.01,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
23.75422,85.85241,313.16,0.45,0.47,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,283.22,1.81,N,n,1932,98.4,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
23.68417,86.39498,313.06,0.41,0.45,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,280.8,1.83,N,n,1932,87.73,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
23.78085,86.39223,312.07,0.41,0.45,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,283.04,1.36,N,n,1932,97.98,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
23.75879,86.40139,311.84,0.41,0.45,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,283.66,1.76,N,n,1932,95.88,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
21.10475,72.63566,311.84,0.45,0.39,2026-08-24,2036,N21,VIIRS,70.0,2.0NRT,286.77,1.32,N,n,2036,69.63,Fallback_0012,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
23.55503,87.2401,311.8,0.36,0.58,2026-08-23,1913,N21,VIIRS,70.0,2.0NRT,278.82,1.65,N,n,1913,79.62,Fallback_0044,steel_mill,DISTANT,THERMAL_SOURCE,30,LOW
21.10324,72.63761,310.96,0.4,0.37,2026-08-23,2055,N21,VIIRS,70.0,2.0NRT,291.45,1.31,N,n,2055,69.69,Fallback_0012,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
23.76242,86.40607,310.94,0.41,0.45,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,283.46,1.81,N,n,1932,96.41,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
22.3645,87.0169,310.71,0.36,0.58,2026-08-23,1913,N21,VIIRS,70.0,2.0NRT,278.18,1.1,N,n,1913,86.34,Fallback_0093,power_plant,DISTANT,THERMAL_SOURCE,30,LOW
23.67522,86.39812,310.65,0.41,0.61,2026-08-23,1913,N21,VIIRS,70.0,2.0NRT,282.19,1.89,N,n,1913,86.87,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
23.75273,86.41698,310.47,0.41,0.45,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,282.96,1.62,N,n,1932,95.72,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
23.67548,86.39777,310.03,0.41,0.45,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,277.49,1.28,N,n,1932,86.89,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
21.10596,72.6421,309.75,0.4,0.37,2026-08-23,2055,N21,VIIRS,70.0,2.0NRT,292.21,3.85,N,n,2055,69.21,Fallback_0012,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
23.71429,86.42374,308.97,0.41,0.45,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,282.45,2.23,N,n,1932,91.86,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
21.19039,81.19882,308.46,0.39,0.36,2026-08-25,2017,N21,VIIRS,70.0,2.0NRT,290.78,1.32,N,n,2017,37.62,Fallback_0037,steel_mill,NEARBY,THERMAL_SOURCE,30,LOW
22.3673,87.3,308.18,0.46,0.63,2026-08-24,2034,N21,VIIRS,70.0,2.0NRT,288.31,2.55,N,n,2034,90.44,Fallback_0082,mining,DISTANT,THERMAL_SOURCE,30,LOW
23.76388,86.39387,307.45,0.41,0.45,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,284.08,3.06,N,n,1932,96.21,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
21.11155,72.63502,306.84,0.45,0.39,2026-08-24,2036,N21,VIIRS,70.0,2.0NRT,285.95,2.62,N,n,2036,68.97,Fallback_0012,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
23.66204,87.15504,306.74,0.42,0.61,2026-08-24,2034,N21,VIIRS,70.0,2.0NRT,277.33,2.54,N,n,2034,94.35,Fallback_0044,steel_mill,DISTANT,THERMAL_SOURCE,30,LOW
23.75516,86.39672,306.59,0.41,0.45,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,283.74,2.24,N,n,1932,95.36,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
21.10467,72.6498,306.47,0.4,0.37,2026-08-23,2055,N21,VIIRS,70.0,2.0NRT,291.48,3.09,N,n,2055,68.99,Fallback_0012,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
28.70671,76.85614,306.17,0.39,0.44,2026-08-25,2014,N21,VIIRS,70.0,2.0NRT,283.28,1.35,N,n,2014,28.01,Fallback_0079,chemical,NEARBY,THERMAL_SOURCE,30,LOW
22.37584,87.28196,305.92,0.35,0.57,2026-08-23,1913,N21,VIIRS,70.0,2.0NRT,282.73,2.63,N,n,1913,91.37,Fallback_0082,mining,DISTANT,THERMAL_SOURCE,30,LOW
21.11185,72.63676,305.79,0.45,0.39,2026-08-24,2036,N21,VIIRS,70.0,2.0NRT,286.44,2.38,N,n,2036,68.86,Fallback_0012,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
23.77999,86.38698,305.25,0.41,0.45,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,282.07,2.34,N,n,1932,97.75,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
22.37821,87.27383,305.16,0.71,0.75,2026-08-24,1853,N21,VIIRS,70.0,2.0NRT,284.54,4.15,N,n,1853,91.91,Fallback_0082,mining,DISTANT,THERMAL_SOURCE,30,LOW
22.37808,87.27341,305.13,0.71,0.75,2026-08-24,1853,N21,VIIRS,70.0,2.0NRT,284.62,3.57,N,n,1853,91.96,Fallback_0082,mining,DISTANT,THERMAL_SOURCE,30,LOW
23.71651,86.44041,305.07,0.41,0.45,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,281.79,2.13,N,n,1932,92.68,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
22.36615,87.01677,304.84,0.44,0.62,2026-08-24,2034,N21,VIIRS,70.0,2.0NRT,285.86,2.41,N,n,2034,86.23,Fallback_0093,power_plant,DISTANT,THERMAL_SOURCE,30,LOW
23.77673,86.39163,304.84,0.41,0.45,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,283.2,2.26,N,n,1932,97.52,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
22.37879,87.27578,304.5,0.45,0.63,2026-08-24,2034,N21,VIIRS,70.0,2.0NRT,288.0,3.39,N,n,2034,91.7,Fallback_0082,mining,DISTANT,THERMAL_SOURCE,30,LOW
22.57158,85.89577,304.16,0.43,0.46,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,280.21,1.74,N,n,1932,36.24,Fallback_0036,lng_terminal,NEARBY,THERMAL_SOURCE,30,LOW
22.36235,87.30032,303.61,0.71,0.75,2026-08-24,1853,N21,VIIRS,70.0,2.0NRT,284.88,2.75,N,n,1853,90.77,Fallback_0082,mining,DISTANT,THERMAL_SOURCE,30,LOW
22.36239,87.29989,303.55,0.71,0.75,2026-08-24,1853,N21,VIIRS,70.0,2.0NRT,284.66,2.58,N,n,1853,90.81,Fallback_0082,mining,DISTANT,THERMAL_SOURCE,30,LOW
21.10195,72.64531,303.51,0.4,0.37,2026-08-23,2055,N21,VIIRS,70.0,2.0NRT,289.49,3.85,N,n,2055,69.47,Fallback_0012,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
23.40824,72.41575,303.37,0.4,0.44,2026-08-22,2114,N21,VIIRS,70.0,2.0NRT,292.03,0.72,N,n,2114,36.21,Fallback_0068,lng_terminal,NEARBY,THERMAL_SOURCE,30,LOW
21.10867,72.64659,303.22,0.4,0.37,2026-08-23,2055,N21,VIIRS,70.0,2.0NRT,290.55,2.23,N,n,2055,68.73,Fallback_0012,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
23.67958,86.39573,302.14,0.74,0.76,2026-08-23,2055,N21,VIIRS,70.0,2.0NRT,272.16,4.46,N,n,2055,87.26,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
23.68246,86.39201,301.55,0.41,0.61,2026-08-23,1913,N21,VIIRS,70.0,2.0NRT,280.19,2.7,N,n,1913,87.45,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
23.76476,86.40518,301.18,0.74,0.76,2026-08-23,2055,N21,VIIRS,70.0,2.0NRT,267.33,2.22,N,n,2055,96.63,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
23.8,86.32664,300.61,0.73,0.76,2026-08-23,2055,N21,VIIRS,70.0,2.0NRT,268.36,3.28,N,n,2055,98.5,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
23.76575,86.40074,300.08,0.74,0.76,2026-08-23,2055,N21,VIIRS,70.0,2.0NRT,268.31,2.42,N,n,2055,96.61,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
23.75898,86.39871,299.33,0.74,0.76,2026-08-23,2055,N21,VIIRS,70.0,2.0NRT,268.99,2.42,N,n,2055,95.82,Fallback_0074,lng_terminal,DISTANT,THERMAL_SOURCE,30,LOW
23.6107,87.14855,296.84,0.37,0.58,2026-08-23,1913,N21,VIIRS,70.0,2.0NRT,282.29,2.08,N,n,1913,91.35,Fallback_0063,cement,DISTANT,THERMAL_SOURCE,30,LOW
22.58739,85.90622,295.89,0.43,0.46,2026-08-22,1932,N21,VIIRS,70.0,2.0NRT,270.98,0.5,N,n,1932,34.47,Fallback_0036,lng_terminal,NEARBY,UNKNOWN,30,LOW
19.82038,79.23856,322.73,0.39,0.36,2026-08-25,2019,N21,VIIRS,70.0,2.0NRT,286.31,1.6,N,n,2019,240.11,Fallback_0029,mining,NONE,THERMAL_SOURCE,25,LOW
28.42401,69.70156,316.01,0.44,0.39,2026-08-23,2053,N21,VIIRS,70.0,2.0NRT,295.42,1.74,N,n,2053,669.13,Fallback_0068,lng_terminal,NONE,THERMAL_SOURCE,25,LOW
24.81994,73.09312,315.29,0.39,0.36,2026-08-23,2053,N21,VIIRS,70.0,2.0NRT,294.73,1.72,N,n,2053,190.11,Fallback_0011,power_plant,NONE,THERMAL_SOURCE,25,LOW
33.29709,71.18703,313.84,0.49,0.49,2026-08-24,2032,N21,VIIRS,70.0,2.0NRT,297.08,1.16,N,n,2032,837.67,Fallback_0079,chemical,NONE,THERMAL_SOURCE,25,LOW
33.27805,71.33513,311.88,0.43,0.38,2026-08-23,2053,N21,VIIRS,70.0,2.0NRT,295.89,1.2,N,n,2053,823.59,Fallback_0079,chemical,NONE,THERMAL_SOURCE,25,LOW
25.38893,68.58054,311.86,0.57,0.69,2026-08-25,2017,N21,VIIRS,70.0,2.0NRT,293.19,1.79,N,n,2017,510.95,Fallback_0068,lng_terminal,NONE,THERMAL_SOURCE,25,LOW
