latitude,longitude,brightness,scan,track,acquisition_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,confidence_raw,acquisition_time
28.80681,71.14798,333.4,0.53,0.67,2026-08-26,911,N21,VIIRS,70,2.0NRT,297.69,2.24,D,n,0911
21.10424,72.64529,332.55,0.55,0.68,2026-08-26,909,N21,VIIRS,70,2.0NRT,288.95,7.18,D,n,0909
21.10633,72.64521,332.78,0.55,0.68,2026-08-26,909,N21,VIIRS,70,2.0NRT,288.69,6.43,D,n,0909
21.10038,72.63611,334.04,0.61,0.71,2026-08-26,731,N21,VIIRS,70,2.0NRT,287.11,6.31,D,n,0731
29.33118,70.35696,330.0,0.54,0.68,2026-08-26,731,N21,VIIRS,70,2.0NRT,298.5,2.09,D,n,0731
29.64449,71.71342,330.87,0.44,0.62,2026-08-26,731,N21,VIIRS,70,2.0NRT,296.26,2.84,D,n,0731
29.76768,72.25974,348.33,0.41,0.6,2026-08-26,731,N21,VIIRS,70,2.0NRT,297.98,8.22,D,n,0731
29.76867,72.26379,333.72,0.41,0.6,2026-08-26,731,N21,VIIRS,70,2.0NRT,297.6,6.15,D,n,0731
30.34867,74.23013,338.78,0.6,0.53,2026-08-26,731,N21,VIIRS,70,2.0NRT,299.85,6.85,D,n,0731
30.64766,73.95101,334.29,0.62,0.54,2026-08-26,731,N21,VIIRS,70,2.0NRT,299.95,6.69,D,n,0731
30.65028,73.94928,332.22,0.62,0.54,2026-08-26,731,N21,VIIRS,70,2.0NRT,299.86,6.71,D,n,0731
30.89061,73.20031,330.44,0.34,0.56,2026-08-26,731,N21,VIIRS,30,2.0NRT,304.85,7.27,D,l,0731
31.6122,72.50623,331.82,0.36,0.57,2026-08-26,731,N21,VIIRS,70,2.0NRT,297.45,1.45,D,n,0731
31.62439,72.42012,331.17,0.36,0.57,2026-08-26,731,N21,VIIRS,70,2.0NRT,296.93,2.94,D,n,0731
33.26753,71.30682,333.29,0.38,0.59,2026-08-26,731,N21,VIIRS,70,2.0NRT,296.65,1.67,D,n,0731
15.62259,79.18162,334.29,0.59,0.53,2026-08-26,729,N21,VIIRS,70,2.0NRT,292.53,6.57,D,n,0729
15.62631,79.17872,330.99,0.59,0.53,2026-08-26,729,N21,VIIRS,70,2.0NRT,291.27,4.14,D,n,0729
16.40067,79.36681,335.24,0.55,0.51,2026-08-26,729,N21,VIIRS,70,2.0NRT,293.52,8.29,D,n,0729
16.83534,79.16514,330.52,0.56,0.51,2026-08-26,729,N21,VIIRS,70,2.0NRT,291.87,3.28,D,n,0729
17.60913,83.20387,331.24,0.47,0.4,2026-08-26,729,N21,VIIRS,30,2.0NRT,296.24,9.96,D,l,0729
21.67331,84.0409,329.78,0.4,0.37,2026-08-26,729,N21,VIIRS,30,2.0NRT,295.02,4.73,D,l,0729
21.67999,84.03966,332.83,0.4,0.37,2026-08-26,729,N21,VIIRS,30,2.0NRT,296.61,9.21,D,l,0729
22.21023,84.86258,331.63,0.39,0.36,2026-08-26,729,N21,VIIRS,70,2.0NRT,293.69,3.63,D,n,0729
22.21333,84.83915,330.66,0.39,0.36,2026-08-26,729,N21,VIIRS,70,2.0NRT,291.48,2.79,D,n,0729
22.21391,84.84286,330.93,0.39,0.36,2026-08-26,729,N21,VIIRS,70,2.0NRT,291.89,3.38,D,n,0729
22.21468,84.8694,334.29,0.39,0.36,2026-08-26,729,N21,VIIRS,70,2.0NRT,293.07,5.23,D,n,0729
8.22948,80.75656,331.79,0.62,0.54,2026-08-26,726,N21,VIIRS,70,2.0NRT,286.42,8.01,D,n,0726
8.23048,80.7622,332.97,0.62,0.54,2026-08-26,726,N21,VIIRS,70,2.0NRT,287.73,8.01,D,n,0726
8.24221,80.80006,339.73,0.62,0.54,2026-08-26,726,N21,VIIRS,70,2.0NRT,289.42,17.43,D,n,0726
8.37619,81.05578,342.02,0.59,0.53,2026-08-26,726,N21,VIIRS,70,2.0NRT,282.19,19.03,D,n,0726
8.40903,80.51687,332.19,0.32,0.55,2026-08-26,726,N21,VIIRS,70,2.0NRT,286.87,3.13,D,n,0726
8.40953,80.51969,335.49,0.32,0.55,2026-08-26,726,N21,VIIRS,70,2.0NRT,287.25,3.13,D,n,0726
8.4115,81.06059,331.68,0.59,0.53,2026-08-26,726,N21,VIIRS,70,2.0NRT,288.35,5.23,D,n,0726
8.47969,80.36192,332.81,0.33,0.55,2026-08-26,726,N21,VIIRS,70,2.0NRT,284.05,10.08,D,n,0726
8.48021,80.36486,355.46,0.33,0.55,2026-08-26,726,N21,VIIRS,30,2.0NRT,283.93,10.44,D,l,0726
8.67752,80.97379,329.78,0.59,0.53,2026-08-26,726,N21,VIIRS,70,2.0NRT,291.95,5.94,D,n,0726
8.84246,80.37051,367.0,0.32,0.55,2026-08-26,726,N21,VIIRS,95,2.0NRT,290.49,7.96,D,h,0726
8.85957,80.99957,340.35,0.58,0.52,2026-08-26,726,N21,VIIRS,70,2.0NRT,293.58,11.11,D,n,0726
8.9117,80.47472,338.16,0.63,0.54,2026-08-26,726,N21,VIIRS,70,2.0NRT,289.9,11.6,D,n,0726
9.23741,80.32394,332.77,0.32,0.55,2026-08-26,726,N21,VIIRS,70,2.0NRT,290.25,1.76,D,n,0726
9.27424,80.15481,330.55,0.33,0.55,2026-08-26,726,N21,VIIRS,70,2.0NRT,289.88,2.74,D,n,0726
9.34347,80.16696,346.15,0.33,0.55,2026-08-26,726,N21,VIIRS,70,2.0NRT,290.17,6.12,D,n,0726
9.39075,78.88336,336.06,0.4,0.6,2026-08-26,726,N21,VIIRS,70,2.0NRT,291.74,2.89,D,n,0726
9.43175,80.37721,330.8,0.63,0.54,2026-08-26,726,N21,VIIRS,70,2.0NRT,291.89,7.51,D,n,0726
9.44243,80.49594,331.63,0.62,0.54,2026-08-26,726,N21,VIIRS,70,2.0NRT,293.33,5.77,D,n,0726
9.45457,80.4912,333.31,0.62,0.54,2026-08-26,726,N21,VIIRS,70,2.0NRT,292.57,16.03,D,n,0726
9.45557,80.49669,340.96,0.62,0.54,2026-08-26,726,N21,VIIRS,70,2.0NRT,293.67,16.03,D,n,0726
9.45706,80.49337,343.5,0.62,0.54,2026-08-26,726,N21,VIIRS,70,2.0NRT,293.49,18.95,D,n,0726
10.38894,79.17622,330.34,0.37,0.58,2026-08-26,726,N21,VIIRS,70,2.0NRT,292.83,5.0,D,n,0726
11.74077,78.97653,347.16,0.36,0.57,2026-08-26,726,N21,VIIRS,70,2.0NRT,294.02,3.99,D,n,0726
11.7447,79.05466,333.07,0.35,0.57,2026-08-26,726,N21,VIIRS,70,2.0NRT,295.21,1.51,D,n,0726
25.38863,68.58158,306.01,0.51,0.66,2026-08-25,2155,N21,VIIRS,70,2.0NRT,293.37,1.3,N,n,2155
32.28815,70.73901,306.06,0.47,0.64,2026-08-25,2153,N21,VIIRS,70,2.0NRT,291.82,2.98,N,n,2153
32.2905,70.73008,307.36,0.47,0.64,2026-08-25,2153,N21,VIIRS,70,2.0NRT,292.17,2.43,N,n,2153
32.57438,72.56441,305.96,0.59,0.7,2026-08-25,2153,N21,VIIRS,70,2.0NRT,294.76,4.23,N,n,2153
32.8867,71.61327,307.74,0.51,0.66,2026-08-25,2153,N21,VIIRS,70,2.0NRT,294.71,4.94,N,n,2153
32.88909,71.61375,307.47,0.51,0.66,2026-08-25,2153,N21,VIIRS,70,2.0NRT,295.24,4.25,N,n,2153
33.29698,71.18508,307.31,0.47,0.64,2026-08-25,2153,N21,VIIRS,70,2.0NRT,292.49,1.45,N,n,2153
8.00698,81.31441,297.25,0.51,0.41,2026-08-25,2019,N21,VIIRS,70,2.0NRT,266.48,0.49,N,n,2019
8.01072,81.31505,306.94,0.51,0.41,2026-08-25,2019,N21,VIIRS,70,2.0NRT,266.03,1.11,N,n,2019
10.77575,78.88298,305.38,0.39,0.36,2026-08-25,2019,N21,VIIRS,70,2.0NRT,283.61,1.6,N,n,2019
11.26698,80.00464,305.21,0.41,0.37,2026-08-25,2019,N21,VIIRS,70,2.0NRT,275.28,1.48,N,n,2019
12.2171,79.00295,299.01,0.39,0.36,2026-08-25,2019,N21,VIIRS,70,2.0NRT,272.29,0.9,N,n,2019
12.91749,79.11784,304.36,0.39,0.36,2026-08-25,2019,N21,VIIRS,70,2.0NRT,281.42,0.7,N,n,2019
17.95628,80.79455,329.1,0.39,0.36,2026-08-25,2019,N21,VIIRS,70,2.0NRT,292.45,5.23,N,n,2019
17.95747,80.7872,309.77,0.39,0.36,2026-08-25,2019,N21,VIIRS,70,2.0NRT,291.44,3.33,N,n,2019
19.82038,79.23856,322.73,0.39,0.36,2026-08-25,2019,N21,VIIRS,70,2.0NRT,286.31,1.6,N,n,2019
20.91191,71.45881,305.05,0.33,0.55,2026-08-25,2019,N21,VIIRS,70,2.0NRT,290.37,0.96,N,n,2019
15.02118,78.01533,305.27,0.39,0.36,2026-08-25,2017,N21,VIIRS,70,2.0NRT,286.28,0.71,N,n,2017
15.02173,78.0117,302.82,0.39,0.36,2026-08-25,2017,N21,VIIRS,70,2.0NRT,285.54,0.71,N,n,2017
15.17156,76.69174,316.27,0.42,0.38,2026-08-25,2017,N21,VIIRS,70,2.0NRT,291.73,2.76,N,n,2017
15.1733,76.65583,308.24,0.43,0.38,2026-08-25,2017,N21,VIIRS,70,2.0NRT,290.83,2.56,N,n,2017
15.17445,77.10182,308.87,0.41,0.37,2026-08-25,2017,N21,VIIRS,70,2.0NRT,292.14,1.05,N,n,2017
15.17503,76.69223,311.77,0.42,0.38,2026-08-25,2017,N21,VIIRS,70,2.0NRT,290.27,2.07,N,n,2017
15.17676,76.65635,320.65,0.43,0.38,2026-08-25,2017,N21,VIIRS,70,2.0NRT,291.17,2.56,N,n,2017
15.17734,76.65241,311.91,0.43,0.38,2026-08-25,2017,N21,VIIRS,70,2.0NRT,290.79,3.24,N,n,2017
15.17786,77.10236,309.04,0.41,0.37,2026-08-25,2017,N21,VIIRS,70,2.0NRT,292.29,1.05,N,n,2017
15.18196,76.66917,306.06,0.43,0.38,2026-08-25,2017,N21,VIIRS,70,2.0NRT,287.83,2.35,N,n,2017
15.18253,76.66524,319.43,0.43,0.38,2026-08-25,2017,N21,VIIRS,70,2.0NRT,286.59,2.35,N,n,2017
15.18715,76.6579,302.1,0.43,0.38,2026-08-25,2017,N21,VIIRS,70,2.0NRT,288.92,2.19,N,n,2017
15.22395,76.76291,305.15,0.42,0.38,2026-08-25,2017,N21,VIIRS,70,2.0NRT,292.43,1.23,N,n,2017
15.65657,73.98945,298.34,0.39,0.44,2026-08-25,2017,N21,VIIRS,70,2.0NRT,286.54,1.7,N,n,2017
15.68491,78.45717,305.93,0.39,0.36,2026-08-25,2017,N21,VIIRS,70,2.0NRT,291.89,2.33,N,n,2017
17.46485,80.65231,308.11,0.39,0.36,2026-08-25,2017,N21,VIIRS,70,2.0NRT,286.21,1.05,N,n,2017
18.57603,72.24243,338.81,0.55,0.51,2026-08-25,2017,N21,VIIRS,70,2.0NRT,291.05,9.74,N,n,2017
18.57661,72.23722,304.93,0.55,0.51,2026-08-25,2017,N21,VIIRS,70,2.0NRT,291.09,7.67,N,n,2017
18.57851,72.24107,334.45,0.55,0.51,2026-08-25,2017,N21,VIIRS,70,2.0NRT,290.87,10.27,N,n,2017
18.67913,73.0365,304.98,0.49,0.49,2026-08-25,2017,N21,VIIRS,70,2.0NRT,290.52,4.0,N,n,2017
18.69194,73.04287,307.97,0.49,0.49,2026-08-25,2017,N21,VIIRS,70,2.0NRT,291.16,2.48,N,n,2017
18.69251,73.03823,306.34,0.49,0.49,2026-08-25,2017,N21,VIIRS,70,2.0NRT,291.2,3.2,N,n,2017
18.80414,74.25832,314.73,0.41,0.45,2026-08-25,2017,N21,VIIRS,70,2.0NRT,290.13,1.88,N,n,2017
21.18102,81.38407,309.56,0.39,0.36,2026-08-25,2017,N21,VIIRS,70,2.0NRT,290.28,2.19,N,n,2017
21.18432,81.38468,308.6,0.39,0.36,2026-08-25,2017,N21,VIIRS,70,2.0NRT,290.35,1.61,N,n,2017
21.18644,81.39273,307.39,0.39,0.36,2026-08-25,2017,N21,VIIRS,70,2.0NRT,290.17,2.81,N,n,2017
21.19034,81.38962,306.42,0.39,0.36,2026-08-25,2017,N21,VIIRS,70,2.0NRT,289.59,1.27,N,n,2017
21.19039,81.19882,308.46,0.39,0.36,2026-08-25,2017,N21,VIIRS,70,2.0NRT,290.78,1.32,N,n,2017
21.19365,81.39023,312.39,0.39,0.36,2026-08-25,2017,N21,VIIRS,70,2.0NRT,290.55,1.27,N,n,2017
21.19608,81.41749,317.2,0.39,0.36,2026-08-25,2017,N21,VIIRS,70,2.0NRT,289.77,1.76,N,n,2017
21.24484,81.76915,304.63,0.4,0.37,2026-08-25,2017,N21,VIIRS,70,2.0NRT,289.61,1.21,N,n,2017
21.31093,81.59187,307.1,0.39,0.36,2026-08-25,2017,N21,VIIRS,70,2.0NRT,290.05,1.29,N,n,2017
21.36512,81.67917,306.52,0.39,0.36,2026-08-25,2017,N21,VIIRS,70,2.0NRT,289.6,1.98,N,n,2017
21.37116,81.68417,308.19,0.39,0.36,2026-08-25,2017,N21,VIIRS,70,2.0NRT,289.83,2.32,N,n,2017
21.37453,81.64227,309.0,0.39,0.36,2026-08-25,2017,N21,VIIRS,70,2.0NRT,289.59,2.78,N,n,2017
21.37509,81.68103,314.57,0.39,0.36,2026-08-25,2017,N21,VIIRS,70,2.0NRT,290.19,3.85,N,n,2017
21.73116,82.21548,306.81,0.4,0.37,2026-08-25,2017,N21,VIIRS,70,2.0NRT,287.73,1.19,N,n,2017
21.74682,83.84542,303.7,0.46,0.39,2026-08-25,2017,N21,VIIRS,70,2.0NRT,279.88,2.91,N,n,2017
22.35787,82.30326,311.19,0.4,0.37,2026-08-25,2017,N21,VIIRS,70,2.0NRT,264.88,1.31,N,n,2017
22.37453,87.28033,298.06,0.46,0.47,2026-08-25,2017,N21,VIIRS,70,2.0NRT,274.56,1.31,N,n,2017
22.37963,87.27699,300.96,0.46,0.47,2026-08-25,2017,N21,VIIRS,70,2.0NRT,278.05,1.96,N,n,2017
23.16317,82.34101,299.79,0.4,0.37,2026-08-25,2017,N21,VIIRS,70,2.0NRT,265.73,0.75,N,n,2017
23.16381,82.33716,304.82,0.4,0.37,2026-08-25,2017,N21,VIIRS,70,2.0NRT,266.63,1.46,N,n,2017
23.16651,82.34164,303.04,0.4,0.37,2026-08-25,2017,N21,VIIRS,70,2.0NRT,266.14,0.75,N,n,2017
23.55735,87.24048,308.03,0.43,0.46,2026-08-25,2017,N21,VIIRS,70,2.0NRT,279.43,1.85,N,n,2017
25.38893,68.58054,311.86,0.57,0.69,2026-08-25,2017,N21,VIIRS,70,2.0NRT,293.19,1.79,N,n,2017
25.94452,72.18851,300.18,0.34,0.56,2026-08-25,2017,N21,VIIRS,70,2.0NRT,277.97,0.85,N,n,2017
26.75887,83.20107,310.96,0.4,0.37,2026-08-25,2017,N21,VIIRS,70,2.0NRT,289.53,1.19,N,n,2017
28.70671,76.85614,306.17,0.39,0.44,2026-08-25,2014,N21,VIIRS,70,2.0NRT,283.28,1.35,N,n,2014
32.28836,70.73839,305.84,0.49,0.65,2026-08-25,2014,N21,VIIRS,70,2.0NRT,292.43,3.61,N,n,2014
32.57328,72.56335,308.28,0.38,0.59,2026-08-25,2014,N21,VIIRS,70,2.0NRT,297.18,3.72,N,n,2014
32.88705,71.61514,310.57,0.44,0.62,2026-08-25,2014,N21,VIIRS,70,2.0NRT,295.7,3.47,N,n,2014
32.88852,71.61688,312.05,0.44,0.62,2026-08-25,2014,N21,VIIRS,70,2.0NRT,295.76,3.6,N,n,2014
33.29874,71.18465,308.53,0.47,0.64,2026-08-25,2014,N21,VIIRS,70,2.0NRT,294.38,1.32,N,n,2014
33.68745,72.71075,306.46,0.38,0.59,2026-08-25,2014,N21,VIIRS,70,2.0NRT,294.21,1.07,N,n,2014
35.96521,68.68641,302.37,0.68,0.74,2026-08-25,2014,N21,VIIRS,70,2.0NRT,292.3,2.36,N,n,2014
31.52843,72.1685,336.48,0.4,0.44,2026-08-25,752,N21,VIIRS,70,2.0NRT,300.67,4.69,D,n,0752
32.57521,72.5605,330.78,0.55,0.43,2026-08-25,752,N21,VIIRS,30,2.0NRT,305.31,4.29,D,l,0752
33.2961,71.18419,333.97,0.42,0.45,2026-08-25,752,N21,VIIRS,30,2.0NRT,308.36,3.1,D,l,0752
29.91653,72.49918,338.99,0.41,0.45,2026-08-25,750,N21,VIIRS,70,2.0NRT,306.11,3.52,D,n,0750
29.93404,71.85775,341.27,0.45,0.47,2026-08-25,750,N21,VIIRS,70,2.0NRT,301.34,5.89,D,n,0750
29.93823,71.85663,341.02,0.45,0.47,2026-08-25,750,N21,VIIRS,70,2.0NRT,301.42,5.82,D,n,0750
30.01711,72.55633,343.44,0.41,0.45,2026-08-25,750,N21,VIIRS,70,2.0NRT,305.22,15.29,D,n,0750
30.46405,71.92369,339.0,0.43,0.46,2026-08-25,750,N21,VIIRS,70,2.0NRT,300.42,6.25,D,n,0750
30.52602,71.56512,330.17,0.45,0.47,2026-08-25,750,N21,VIIRS,70,2.0NRT,298.79,4.14,D,n,0750
15.14153,76.96049,331.71,0.41,0.45,2026-08-25,746,N21,VIIRS,70,2.0NRT,289.56,1.82,D,n,0746
8.3808,81.04868,335.57,0.45,0.39,2026-08-25,744,N21,VIIRS,30,2.0NRT,289.82,11.6,D,l,0744
8.42284,80.19805,333.02,0.5,0.41,2026-08-25,744,N21,VIIRS,70,2.0NRT,290.25,3.15,D,n,0744
19.93503,73.71155,317.95,0.4,0.37,2026-08-24,2036,N21,VIIRS,70,2.0NRT,290.33,2.2,N,n,2036
20.91008,71.45858,304.73,0.51,0.41,2026-08-24,2036,N21,VIIRS,70,2.0NRT,291.81,1.97,N,n,2036
21.1006,72.63942,303.78,0.45,0.39,2026-08-24,2036,N21,VIIRS,70,2.0NRT,284.69,6.84,N,n,2036
21.1012,72.63512,343.9,0.45,0.39,2026-08-24,2036,N21,VIIRS,70,2.0NRT,286.91,6.84,N,n,2036
21.10295,72.64854,306.06,0.45,0.39,2026-08-24,2036,N21,VIIRS,70,2.0NRT,287.19,5.21,N,n,2036
21.10355,72.64426,333.39,0.45,0.39,2026-08-24,2036,N21,VIIRS,70,2.0NRT,286.73,5.21,N,n,2036
21.10415,72.63996,305.3,0.45,0.39,2026-08-24,2036,N21,VIIRS,70,2.0NRT,285.08,1.32,N,n,2036
21.10475,72.63566,311.84,0.45,0.39,2026-08-24,2036,N21,VIIRS,70,2.0NRT,286.77,1.32,N,n,2036
21.10649,72.64909,309.21,0.45,0.39,2026-08-24,2036,N21,VIIRS,70,2.0NRT,287.92,5.21,N,n,2036
21.1071,72.6448,333.63,0.45,0.39,2026-08-24,2036,N21,VIIRS,70,2.0NRT,286.64,5.21,N,n,2036
21.1077,72.6405,305.03,0.45,0.39,2026-08-24,2036,N21,VIIRS,70,2.0NRT,286.38,1.32,N,n,2036
21.1083,72.63621,314.67,0.45,0.39,2026-08-24,2036,N21,VIIRS,70,2.0NRT,287.72,1.32,N,n,2036
21.11155,72.63502,306.84,0.45,0.39,2026-08-24,2036,N21,VIIRS,70,2.0NRT,285.95,2.62,N,n,2036
21.11185,72.63676,305.79,0.45,0.39,2026-08-24,2036,N21,VIIRS,70,2.0NRT,286.44,2.38,N,n,2036
22.33921,69.8703,309.15,0.43,0.46,2026-08-24,2036,N21,VIIRS,70,2.0NRT,293.54,2.69,N,n,2036
22.33969,69.86611,315.85,0.43,0.46,2026-08-24,2036,N21,VIIRS,70,2.0NRT,294.07,2.69,N,n,2036
22.34017,69.86192,307.83,0.44,0.46,2026-08-24,2036,N21,VIIRS,70,2.0NRT,293.93,3.82,N,n,2036
22.34343,69.87085,313.73,0.43,0.46,2026-08-24,2036,N21,VIIRS,70,2.0NRT,293.41,7.01,N,n,2036
22.34392,69.86665,339.9,0.43,0.46,2026-08-24,2036,N21,VIIRS,70,2.0NRT,293.84,7.01,N,n,2036
22.3444,69.86245,308.11,0.44,0.46,2026-08-24,2036,N21,VIIRS,70,2.0NRT,293.06,2.37,N,n,2036
22.93092,69.6974,305.22,0.45,0.47,2026-08-24,2036,N21,VIIRS,70,2.0NRT,293.62,1.29,N,n,2036
22.93522,69.69798,309.2,0.45,0.47,2026-08-24,2036,N21,VIIRS,70,2.0NRT,293.68,1.47,N,n,2036
23.31523,70.48663,306.28,0.41,0.45,2026-08-24,2036,N21,VIIRS,70,2.0NRT,294.42,1.6,N,n,2036
22.36615,87.01677,304.84,0.44,0.62,2026-08-24,2034,N21,VIIRS,70,2.0NRT,285.86,2.41,N,n,2034
22.36633,87.30431,305.57,0.46,0.63,2026-08-24,2034,N21,VIIRS,70,2.0NRT,287.65,1.78,N,n,2034
22.3673,87.3,308.18,0.46,0.63,2026-08-24,2034,N21,VIIRS,70,2.0NRT,288.31,2.55,N,n,2034
22.36792,87.30201,304.48,0.46,0.63,2026-08-24,2034,N21,VIIRS,70,2.0NRT,287.91,1.87,N,n,2034
22.37782,87.28007,329.41,0.45,0.63,2026-08-24,2034,N21,VIIRS,70,2.0NRT,288.78,6.44,N,n,2034
22.37859,87.28209,315.76,0.45,0.63,2026-08-24,2034,N21,VIIRS,70,2.0NRT,288.26,3.83,N,n,2034
22.37879,87.27578,304.5,0.45,0.63,2026-08-24,2034,N21,VIIRS,70,2.0NRT,288.0,3.39,N,n,2034
22.37958,87.27782,319.11,0.45,0.63,2026-08-24,2034,N21,VIIRS,70,2.0NRT,288.07,3.83,N,n,2034
23.5561,87.23985,302.88,0.43,0.62,2026-08-24,2034,N21,VIIRS,70,2.0NRT,277.95,1.0,N,n,2034
23.66204,87.15504,306.74,0.42,0.61,2026-08-24,2034,N21,VIIRS,70,2.0NRT,277.33,2.54,N,n,2034
23.6974,85.3561,298.78,0.32,0.55,2026-08-24,2034,N21,VIIRS,70,2.0NRT,286.16,0.9,N,n,2034
23.69767,85.35781,302.44,0.32,0.55,2026-08-24,2034,N21,VIIRS,70,2.0NRT,286.23,1.08,N,n,2034
25.38647,68.58344,310.7,0.57,0.52,2026-08-24,2034,N21,VIIRS,70,2.0NRT,293.4,2.58,N,n,2034
25.94196,72.19294,305.95,0.53,0.42,2026-08-24,2034,N21,VIIRS,70,2.0NRT,294.78,1.97,N,n,2034
26.09396,68.87734,306.4,0.56,0.51,2026-08-24,2034,N21,VIIRS,70,2.0NRT,295.01,0.95,N,n,2034
26.25869,74.09478,306.44,0.44,0.38,2026-08-24,2034,N21,VIIRS,70,2.0NRT,293.61,1.29,N,n,2034
27.21968,86.62115,300.95,0.33,0.55,2026-08-24,2034,N21,VIIRS,70,2.0NRT,278.07,0.58,N,n,2034
29.08468,88.0102,302.85,0.36,0.57,2026-08-24,2034,N21,VIIRS,70,2.0NRT,281.81,0.96,N,n,2034
29.12299,75.77946,309.56,0.41,0.37,2026-08-24,2034,N21,VIIRS,70,2.0NRT,295.69,0.55,N,n,2034
31.25072,76.92702,304.62,0.4,0.37,2026-08-24,2034,N21,VIIRS,70,2.0NRT,291.29,0.46,N,n,2034
31.32664,76.89409,303.53,0.4,0.37,2026-08-24,2034,N21,VIIRS,70,2.0NRT,291.91,0.76,N,n,2034
32.1024,74.17386,329.96,0.5,0.41,2026-08-24,2034,N21,VIIRS,70,2.0NRT,297.56,3.82,N,n,2034
32.57434,72.55949,311.64,0.4,0.45,2026-08-24,2032,N21,VIIRS,70,2.0NRT,298.82,3.98,N,n,2032
32.8867,71.61721,312.19,0.46,0.47,2026-08-24,2032,N21,VIIRS,70,2.0NRT,298.49,3.9,N,n,2032
33.27676,72.1431,307.43,0.43,0.46,2026-08-24,2032,N21,VIIRS,70,2.0NRT,296.22,1.12,N,n,2032
33.29709,71.18703,313.84,0.49,0.49,2026-08-24,2032,N21,VIIRS,70,2.0NRT,297.08,1.16,N,n,2032
33.69004,72.71039,307.68,0.41,0.45,2026-08-24,2032,N21,VIIRS,70,2.0NRT,294.99,1.65,N,n,2032
33.69108,72.85719,305.43,0.4,0.44,2026-08-24,2032,N21,VIIRS,70,2.0NRT,294.84,1.2,N,n,2032
35.96921,68.6854,306.87,0.37,0.58,2026-08-24,2032,N21,VIIRS,70,2.0NRT,294.07,1.12,N,n,2032
22.36235,87.30032,303.61,0.71,0.75,2026-08-24,1853,N21,VIIRS,70,2.0NRT,284.88,2.75,N,n,1853
22.36239,87.29989,303.55,0.71,0.75,2026-08-24,1853,N21,VIIRS,70,2.0NRT,284.66,2.58,N,n,1853
22.36675,87.01879,301.37,0.74,0.76,2026-08-24,1853,N21,VIIRS,70,2.0NRT,284.57,1.66,N,n,1853
22.37762,87.28032,313.01,0.71,0.75,2026-08-24,1853,N21,VIIRS,70,2.0NRT,284.39,3.57,N,n,1853
22.37771,87.28072,313.4,0.71,0.75,2026-08-24,1853,N21,VIIRS,70,2.0NRT,284.51,4.8,N,n,1853
22.37808,87.27341,305.13,0.71,0.75,2026-08-24,1853,N21,VIIRS,70,2.0NRT,284.62,3.57,N,n,1853
22.37821,87.27383,305.16,0.71,0.75,2026-08-24,1853,N21,VIIRS,70,2.0NRT,284.54,4.15,N,n,1853
28.32144,68.06577,335.04,0.43,0.46,2026-08-24,809,N21,VIIRS,70,2.0NRT,298.4,2.21,D,n,0809
30.69473,74.03057,333.1,0.38,0.36,2026-08-24,809,N21,VIIRS,70,2.0NRT,301.78,0.84,D,n,0809
30.69707,74.18148,335.91,0.39,0.36,2026-08-24,809,N21,VIIRS,70,2.0NRT,301.56,3.82,D,n,0809
31.25143,73.94572,345.9,0.38,0.36,2026-08-24,809,N21,VIIRS,70,2.0NRT,301.62,7.81,D,n,0809
31.30223,75.0976,331.03,0.4,0.37,2026-08-24,809,N21,VIIRS,70,2.0NRT,300.39,2.69,D,n,0809
31.99993,78.53543,342.79,0.54,0.42,2026-08-24,809,N21,VIIRS,70,2.0NRT,306.47,20.93,D,n,0809
32.57622,72.56223,333.75,0.39,0.36,2026-08-24,809,N21,VIIRS,30,2.0NRT,306.63,3.03,D,l,0809
32.88796,71.61653,336.06,0.4,0.37,2026-08-24,809,N21,VIIRS,30,2.0NRT,308.65,4.63,D,l,0809
35.50361,71.27733,334.8,0.39,0.36,2026-08-24,809,N21,VIIRS,70,2.0NRT,303.83,2.93,D,n,0809
24.86393,68.06441,336.8,0.5,0.49,2026-08-24,807,N21,VIIRS,70,2.0NRT,300.52,5.36,D,n,0807
26.0687,68.60545,330.46,0.44,0.46,2026-08-24,807,N21,VIIRS,70,2.0NRT,300.41,1.42,D,n,0807
15.17561,76.65761,342.81,0.39,0.36,2026-08-24,805,N21,VIIRS,70,2.0NRT,296.54,8.73,D,n,0805
15.18392,76.6673,336.44,0.39,0.36,2026-08-24,805,N21,VIIRS,30,2.0NRT,295.62,5.39,D,l,0805
8.03123,80.36903,334.53,0.39,0.36,2026-08-24,803,N21,VIIRS,70,2.0NRT,293.69,2.6,D,n,0803
8.04625,80.62816,331.83,0.4,0.37,2026-08-24,803,N21,VIIRS,70,2.0NRT,293.75,5.95,D,n,0803
8.04678,80.63174,333.04,0.4,0.37,2026-08-24,803,N21,VIIRS,70,2.0NRT,294.41,5.28,D,n,0803
8.16733,81.324,336.64,0.42,0.37,2026-08-24,803,N21,VIIRS,70,2.0NRT,297.52,6.69,D,n,0803
8.28506,80.13511,333.97,0.39,0.36,2026-08-24,803,N21,VIIRS,70,2.0NRT,297.8,4.77,D,n,0803
8.28601,80.23198,330.66,0.39,0.36,2026-08-24,803,N21,VIIRS,70,2.0NRT,293.54,3.69,D,n,0803
8.37994,80.63216,336.69,0.4,0.37,2026-08-24,803,N21,VIIRS,70,2.0NRT,294.47,4.15,D,n,0803
